Ref,Val,Package,PosX,PosY,Rot,Side
"R13","88.7K","R_0603_1608Metric",57.900000,-57.250000,0.000000,bottom
"R14","10K","R_0603_1608Metric",122.450000,-59.950000,-90.000000,bottom
"R15","10K .1%","R_0603_1608Metric",131.650000,-59.800000,-90.000000,bottom
"R16","100K","R_0805_2012Metric_Pad1.20x1.40mm_HandSolder",65.775000,-46.900000,-90.000000,bottom
"R17","7.87K","R_0603_1608Metric",118.800000,-52.000000,-90.000000,bottom
"R18","3.65K","R_0603_1608Metric_Pad0.98x0.95mm_HandSolder",67.925000,-54.725000,90.000000,bottom
"R19","5.1K","R_0603_1608Metric",65.850000,-43.100000,90.000000,bottom
"R20","16.5K","R_0603_1608Metric",119.600000,-49.650000,180.000000,bottom
"R21","620","R_0805_2012Metric_Pad1.20x1.40mm_HandSolder",69.250000,-57.625000,180.000000,bottom
"R22","200K","R_0805_2012Metric_Pad1.20x1.40mm_HandSolder",62.300000,-41.350000,0.000000,bottom
"R23","16.5K","R_0603_1608Metric",120.450000,-52.000000,90.000000,bottom
"R24","68K","R_0805_2012Metric_Pad1.20x1.40mm_HandSolder",42.800000,-51.600000,90.000000,bottom
"R25","2K","R_0603_1608Metric",48.400000,-76.750000,0.000000,bottom
"R26","59K","R_0603_1608Metric",125.000000,-46.400000,0.000000,bottom
"R27","68K","R_0805_2012Metric_Pad1.20x1.40mm_HandSolder",55.825000,-54.425000,-90.000000,bottom
